97/02/01 01:20:57  50.73N 175.51W  33.0 3.7Mb B  ANDREANOF ISL, ALEUTIAN IS.
97/02/01 18:34:37  19.83S 173.76W  33.0 5.3Ms B  TONGA ISLANDS
97/02/02 00:19:15  32.79N 115.79W   5.0 3.7Md A  CALIF.-BAJA CALIF. BORDER REG
97/02/02 02:20:19  36.21N 120.32W  10.0 4.0Ml A  CENTRAL CALIFORNIA
97/02/03 05:16:08  34.01N 116.42W  10.0 2.9Md A  SOUTHERN CALIFORNIA
97/02/03 07:53:24  50.82N 155.37E 157.8 5.4Mb A  KURIL ISLANDS
97/02/04 02:41:12  38.63N  24.50E  33.0 4.9Mb B  AEGEAN SEA
97/02/04 10:37:49  37.39N  57.35E  33.0 6.9Ms B  TURKMENISTAN-IRAN BORDER REG
97/02/04 14:14:06  41.90N 126.95W  10.0 3.5Mb C  OFF COAST OF N CALIFORNIA
97/02/05 00:25:40  38.42N 122.44W   5.0 3.8Ml A  NORTHERN CALIFORNIA
97/02/05 07:53:45  37.63N  57.56E  10.0 5.4Mb A  TURKMENISTAN-IRAN BORDER REG
97/02/05 19:27:27  51.74N 131.18W  33.0 4.6Mb A  QUEEN CHARLOTTE ISLANDS REGION
97/02/05 19:29:07  51.71N 131.34W  33.0 5.1Mb A  QUEEN CHARLOTTE ISLANDS REGION
97/02/05 22:17:33  34.57S  70.28W 109.0 5.0Mb B  CHILE-ARGENTINA BORDER REGION
97/02/06 02:59:52  37.88N  74.70E  33.0 5.3Mb B  TAJIKISTAN-XINJIANG BDR REG.
97/02/07 06:59:48  33.50N 116.55W   5.0 3.8Ml A  SOUTHERN CALIFORNIA
97/02/07 08:41:14  19.76S 173.41W  33.0 6.1Ms A  TONGA ISLANDS
97/02/08 01:55:58   8.50S 159.01E 115.8 5.6Mb B  SOLOMON ISLANDS
97/02/09 02:11:28  61.82N 151.81W  99.0 4.6Mb A  SOUTHERN ALASKA
97/02/09 12:32:36  14.29S  76.09W  33.0 5.8Ms A  NEAR COAST OF PERU
97/02/09 15:09:17  14.47S  76.19W  33.0 4.9Mb A  NEAR COAST OF PERU
97/02/09 15:17:29  14.00S  76.00W  33.0 4.7Mb    NEAR COAST OF PERU
97/02/09 15:51:39  14.59S  76.26W  33.0 4.9Mb B  NEAR COAST OF PERU
97/02/09 18:57:37  55.19N 161.99E  33.0 5.9Mb A  NEAR EAST COAST OF KAMCHATKA
97/02/09 21:49:11  41.35N  44.13E  33.0 4.5Mb C  NORTHWESTERN CAUCASUS
97/02/10 10:52:09  32.84S  68.51W 144.8 5.0Mb A  MENDOZA PROVINCE, ARGENTINA
97/02/10 16:10:28  26.86S  26.94E   5.0 5.4Mb B  REPUBLIC OF SOUTH AFRICA
97/02/10 20:17:25  24.68N 109.27W  10.0 5.0Mb A  GULF OF CALIFORNIA
97/02/10 23:24:08  51.20N 176.02W  33.0 4.5Mb B  ANDREANOF ISL, ALEUTIAN IS.
97/02/10 23:26:28  37.57N 118.85W   9.2 4.5Ml    CALIFORNIA-NEVADA BORDER REG
97/02/11 03:58:27  12.15N  86.10W  33.0 4.6Mb B  NICARAGUA
97/02/11 07:13:08  51.51N 176.03W  33.0 4.1Mb B  ANDREANOF ISL, ALEUTIAN IS.
97/02/12 01:53:04  14.44S  76.29W  33.0 4.7Mb B  NEAR COAST OF PERU
97/02/12 12:24:52  32.55N 115.91W   5.0 2.9Md A  CALIF.-BAJA CALIF. BORDER REG
97/02/12 12:50:23  52.39N 171.29E  33.0 5.0Mb B  NEAR ISLANDS, ALEUTIAN ISLANDS
97/02/13 12:58:29   9.59S 166.56E  73.5 5.0Mb C  SANTA CRUZ ISLANDS
97/02/13 22:21:25  19.72N 109.35W  10.0 4.6Mb B  REVILLA GIGEDO ISLANDS REGION
97/02/14 03:47:29  17.35N 109.61W  10.0 4.0Mb    REVILLA GIGEDO ISLANDS REGION
97/02/14 17:36:27  28.11S 176.80W  33.0 5.2Ms C  KERMADEC ISLANDS REGION
97/02/14 23:43:43  56.39S  27.42W 143.3 5.5Mb B  SOUTH SANDWICH ISLANDS REGION
97/02/15 04:22:10  36.10N 117.62W   5.0 3.8Ml A  CALIFORNIA-NEVADA BORDER REG
97/02/15 05:25:54  39.25N  79.67E  33.0 4.8Mb    SOUTHERN XINJIANG, CHINA
97/02/15 08:13:47  36.05N 117.57W   5.0 3.7Ml A  CALIFORNIA-NEVADA BORDER REG
97/02/15 11:34:08  41.12N 125.71W   7.7 4.4Ml    OFF COAST OF N CALIFORNIA
97/02/15 12:11:14   7.47S 117.19E 270.0 5.5Mb C  BALI SEA
97/02/15 19:47:25  28.90N  52.68E  33.0 5.0Mb B  SOUTHERN IRAN
97/02/16 02:28:45  38.78N 122.64W   5.0 2.8Ml A  NORTHERN CALIFORNIA
97/02/16 18:54:00  14.94S  72.78W 108.4 4.7Mb B  CENTRAL PERU
97/02/17 01:05:10  36.92N 121.34W   5.0 2.8Ml A  CENTRAL CALIFORNIA
97/02/17 09:33:21  61.88N 149.70W  60.7 4.8Mb A  SOUTHERN ALASKA
97/02/17 17:51:48  15.10S  75.56W  27.7 4.9Mb B  NEAR COAST OF PERU
97/02/18 09:55:09  44.50N 114.91W   5.0 3.6Ml C  WESTERN IDAHO
97/02/19 18:25:12   4.42N  76.48W 106.0 5.7Mb A  COLOMBIA
97/02/19 20:21:49  37.52N 141.15E  86.1 5.3Mb B  NEAR E COAST OF HONSHU, JAPAN
97/02/20 03:12:38  18.28N 105.43W  33.0 4.6Mb B  OFF COAST OF JALISCO, MEXICO
97/02/20 07:54:58  41.74N 142.80E  33.0 5.5Ms A  HOKKAIDO, JAPAN  REGION
97/02/21 13:23:22  34.34N 119.73W   5.0 3.6Md A  SOUTHERN CALIFORNIA
97/02/21 14:29:09  39.11N  77.73E  33.0 4.0Mb C  SOUTHERN XINJIANG, CHINA
97/02/21 23:40:24  43.89N 149.16E  33.0 6.1Mb A  EAST OF KURIL ISLANDS
97/02/22 17:04:05  14.85N  91.36W  33.0 4.2Mb    GUATEMALA
97/02/23 00:23:34  56.61N 158.54W  93.1 4.6Mb B  ALASKA PENINSULA
97/02/23 03:43:31  33.77N 116.01W   5.0 3.9Ml A  SOUTHERN CALIFORNIA
97/02/23 09:03:48  16.62S  69.59W 187.9 4.6Mb C  PERU-BOLIVIA BORDER REGION
97/02/23 19:54:59  21.85S 179.77W 611.9 4.9Mb B  FIJI ISLANDS REGION
97/02/23 20:12:59  10.24N 126.51E  33.0 5.3Mb C  PHILIPPINE ISLANDS REGION
97/02/24 01:04:50  58.73N 136.36W  10.0 4.5Mb B  SOUTHEASTERN ALASKA
97/02/24 04:17:01  10.88N  43.46W  10.0 4.9Mb B  NORTHERN MID-ATLANTIC RIDGE
97/02/24 07:09:49  36.98N   3.89W  10.0 3.9Mb A  STRAIT OF GIBRALTAR
97/02/24 16:26:54  37.64N 118.84W   5.0 3.6Ml A  CALIFORNIA-NEVADA BORDER REG
97/02/24 18:13:25  37.62N 118.89W   5.0 4.5Ml A  CALIFORNIA-NEVADA BORDER REG
97/02/25 02:28:09   7.19S  75.00W  33.0 4.8Mb    PERU-BRAZIL BORDER REGION
97/02/25 16:58:03  36.35N  70.75E 221.7 4.5Mb B  HINDU KUSH REGION, AFGHANISTAN
97/02/25 19:45:06  21.21S 169.39E  33.0 5.6Mb B  LOYALTY ISLANDS REGION
97/02/26 09:02:59  34.32N 120.87W   5.0 3.6Md A  SOUTHERN CALIFORNIA
97/02/26 18:27:16  48.56S  99.41E  10.0 6.1Ms C  SOUTHEAST INDIAN RIDGE
97/02/27 07:09:28  60.01S  26.40W  10.0 4.5Mb C  SOUTH SANDWICH ISLANDS REGION
97/02/27 14:22:16  41.33N 142.07E  74.1 4.8Mb B  HOKKAIDO, JAPAN  REGION
97/02/27 21:30:36  30.02N  67.90E  33.0 6.3Mb A  PAKISTAN
97/02/28 00:03:56  40.62N  35.14E  33.0 5.0Mb B  TURKEY
97/02/28 11:32:14  44.04N 147.66E   5.9 5.7Mb A  KURIL ISLANDS
97/02/28 12:57:22  38.10N  47.79E  33.0 6.1Ms A  NORTHWESTERN IRAN
97/03/01 06:04:20  40.32N  76.47E  33.0 5.4Mb C  KYRGYZSTAN-XINJIANG BDR REG.
97/03/01 06:45:13  51.18N 178.66W  33.0 4.9Ms A  ANDREANOF ISL, ALEUTIAN IS.
97/03/01 22:13:58  59.63N 152.88W 103.9 4.4Mb A  SOUTHERN ALASKA
97/03/02 14:01:33  18.26N 146.45E  33.0 5.5Mb B  MARIANA ISLANDS
97/03/02 17:39:22  53.54N 166.66W  59.5 5.4Mb A  FOX ISLANDS, ALEUTIAN ISLANDS
97/03/02 18:29:47  38.06N  47.69E  33.0 4.8Mb B  NORTHWESTERN IRAN
97/03/03 02:28:34  29.56N  68.38E  33.0 5.0Mb C  PAKISTAN
97/03/03 21:40:32  14.54S 169.73E  33.0 4.9Mb    VANUATU ISLANDS
97/03/03 22:33:44   6.35S 156.36E  47.8 5.5Mb A  SOLOMON ISLANDS
97/03/04 05:51:42  38.78N 122.74W   5.0 3.3Ml A  NORTHERN CALIFORNIA
97/03/04 13:03:47  29.43N  68.70E  33.0 5.9Ms A  PAKISTAN
97/03/04 14:22:56  39.20N  41.00E  10.0 4.2Mb    TURKEY
97/03/04 21:41:58  34.40N  36.82W  10.0 5.2Mb A  NORTHERN MID-ATLANTIC RIDGE
97/03/05 02:28:55   3.61S  80.41W  33.0 4.7Mb B  PERU-ECUADOR BORDER REGION
97/03/05 13:55:52  13.40S 166.39E  33.0 5.4Ms B  VANUATU ISLANDS
97/03/05 20:14:29  10.92S 165.27E  33.0 5.2Mb B  SANTA CRUZ ISLANDS
97/03/06 06:50:47  40.88N 139.39E  33.0 4.8Mb B  NEAR W COAST OF HONSHU, JAPAN
97/03/06 15:56:03  13.46N  45.34W  10.0 4.2Mb B  NORTHERN MID-ATLANTIC RIDGE
97/03/07 09:42:23   6.39S  71.15W 619.1 5.0Mb A  WESTERN BRAZIL
97/03/07 16:18:53  38.80N 122.71W   5.0 3.0Ml A  NORTHERN CALIFORNIA
97/03/07 16:29:19  40.35N 126.70W  10.0 4.3Ml B  OFF COAST OF N CALIFORNIA
97/03/07 17:27:54   6.61N  73.00W 157.4 5.2Mb A  NORTHERN COLOMBIA
97/03/07 19:34:42  11.09S  73.91W  33.0 5.0Mb A  CENTRAL PERU
97/03/08 00:44:17  34.03N 117.55W   5.0 3.0Ml A  SOUTHERN CALIFORNIA
97/03/08 15:36:51  36.07N 117.55W   5.0 3.4Ml A  CALIFORNIA-NEVADA BORDER REG
97/03/08 17:41:57  58.06N  32.15W  10.0 5.0Mb B  NORTH ATLANTIC OCEAN
97/03/08 21:19:47  21.66S  68.24W 127.8 4.4Mb B  CHILE-BOLIVIA BORDER REGION
97/03/09 01:45:18  37.39S  75.56W  33.0 4.5Mb B  OFF COAST OF CENTRAL CHILE
97/03/09 04:50:45  51.28N 178.02W  33.0 5.1Mb A  ANDREANOF ISL, ALEUTIAN IS.
97/03/09 14:53:40  51.86N 178.57W  33.0 4.6Mb B  ANDREANOF ISL, ALEUTIAN IS.
97/03/10 03:52:59  29.79S  71.08W  33.0 5.1Ms A  NEAR COAST OF CENTRAL CHILE
97/03/10 14:17:43   4.94N  72.78W  33.0 4.8Ms B  COLOMBIA
97/03/11 06:30:16  37.71N 122.56W   4.6 3.6Ml    CENTRAL CALIFORNIA
97/03/11 06:33:50  37.62N 122.75W  10.0 3.7Ml B  CENTRAL CALIFORNIA
97/03/11 07:39:17  51.87N 159.38E  33.0 5.1Mb A  OFF EAST COAST OF KAMCHATKA
97/03/11 13:30:30  34.72N  97.50W   5.0 2.5Lg A  OKLAHOMA
97/03/11 19:21:16   8.16N 126.32E  33.0 5.9Mb A  MINDANAO, PHILIPPINE ISLANDS
97/03/11 19:22:02   7.79N 127.42E  33.0 6.7Ms B  PHILIPPINE ISLANDS REGION
97/03/12 12:08:11  29.87S  71.37W  33.0 4.5Mb B  NEAR COAST OF CENTRAL CHILE
97/03/12 14:51:49  13.03N 121.94E  33.0 5.5Mb D  MINDORO, PHILIPPINE ISLANDS
97/03/12 18:29:44  62.92N 169.72W  20.0 4.7Mb B  ST. LAWRENCE ISLAND REGION
97/03/13 01:12:11  42.97N 143.00E 129.1 4.5Mb B  HOKKAIDO, JAPAN  REGION
97/03/13 02:55:25  51.26N 176.91W  33.0 4.5Mb B  ANDREANOF ISL, ALEUTIAN IS.
97/03/13 06:27:58  36.32S  97.45W  10.0 5.0Ms B  WEST CHILE RISE
97/03/13 21:34:41  12.46N  89.26W  33.0 4.7Mb B  OFF COAST OF CENTRAL AMERICA
97/03/14 09:42:58  34.19S 109.55W  10.0 5.1Mb B  SOUTHERN EAST PACIFIC RISE
97/03/14 18:38:11  25.33S   3.09E  10.0 5.3Mb B  SOUTH ATLANTIC OCEAN
97/03/15 11:17:34   1.72S 146.34E  33.0 5.5Ms C  ADMIRALTY ISL REGION, P.N.G.
97/03/15 17:18:54  43.68N 147.19E  33.0 4.4Mb B  KURIL ISLANDS
97/03/16 05:51:37  35.16N 137.27E  35.7 5.5Mb B  EASTERN HONSHU, JAPAN
97/03/16 14:19:00  19.44N 155.23W  10.0 4.2Mb B  HAWAII
97/03/16 19:07:28  34.27N  93.48W   5.0 3.4Lg B  ARKANSAS
97/03/17 05:20:37  19.25N  62.70W  33.0 4.9Ms B  LEEWARD ISLANDS
97/03/17 08:05:48   6.62S 105.19E  33.0 6.0Ms B  SUNDA STRAIT
97/03/17 08:36:58  18.68S  69.57W  83.1 5.1Mb A  NORTHERN CHILE
97/03/17 19:58:06  21.11S  68.44W 102.3 4.6Mb B  CHILE-BOLIVIA BORDER REGION
97/03/18 11:26:19  34.20N  26.13E  33.0 5.3Mb A  CRETE
97/03/18 15:24:47  34.98N 116.83W  10.0 5.4Ml A  SOUTHERN CALIFORNIA
97/03/18 16:19:23  34.98N 116.86W  10.0 3.7Ml A  SOUTHERN CALIFORNIA
97/03/19 04:45:19  34.96N 116.81W  10.0 3.3Ml A  SOUTHERN CALIFORNIA
97/03/19 07:36:49  55.91N 164.04E  33.0 5.0Mb B  KOMANDORSKY ISLANDS REGION
97/03/19 13:57:32  19.21N  69.52W  84.4 4.3Mb A  DOMINICAN REPUBLIC REGION
97/03/19 17:50:41  16.48S 174.16W  97.9 5.6Mb A  TONGA ISLANDS
97/03/19 23:07:12  55.73N 156.49W  33.0 4.3Mb A  SOUTH OF ALASKA
97/03/20 02:17:03   2.13S  12.43W  10.0 5.1Mb C  NORTH OF ASCENSION ISLAND
97/03/20 08:50:40  30.24N  67.94E  33.0 5.9Ms B  PAKISTAN
97/03/20 13:33:49   5.71N  82.31W  10.0 4.8Mb B  SOUTH OF PANAMA
97/03/20 18:12:35  33.80N 116.96W  10.0 3.2Ml A  SOUTHERN CALIFORNIA
97/03/21 12:07:18  31.13S 179.36E 459.8 5.7Mb B  KERMADEC ISLANDS REGION
97/03/21 16:57:29  51.06N 179.62E  33.0 4.5Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/21 22:36:09   7.48S 156.56E  33.0 5.5Ms B  SOLOMON ISLANDS
97/03/22 11:31:48  36.82N 121.44W  10.0 4.4Ml A  CENTRAL CALIFORNIA
97/03/22 13:54:27  58.63S  25.47W  33.0 4.9Mb B  SOUTH SANDWICH ISLANDS REGION
97/03/23 05:58:51  36.33N 139.81E  33.0 4.9Mb B  EASTERN HONSHU, JAPAN
97/03/23 15:49:39  19.13S 168.45E  33.0 5.4Mb B  VANUATU ISLANDS
97/03/23 16:41:23  43.61N 127.44W  10.0 4.2Mb A  OFF COAST OF OREGON
97/03/23 20:48:48  30.82N  41.51W  10.0 6.0Ms A  NORTHERN MID-ATLANTIC RIDGE
97/03/24 06:34:43  51.77N 168.40W  33.0 5.0Mb A  FOX ISLANDS, ALEUTIAN ISLANDS
97/03/24 06:56:13  67.20N 173.24W  10.0 5.1Mb A  NEAR N. COAST OF E SIBERIA
97/03/24 19:54:33  38.85N 119.64W   5.0 3.3Ml A  CALIFORNIA-NEVADA BORDER REG
97/03/24 22:31:34  27.80N  98.00W   5.0 3.8Lg    SOUTHERN TEXAS
97/03/25 00:14:45  33.29S  70.33W  84.0 5.5Mb A  CHILE-ARGENTINA BORDER REGION
97/03/25 08:09:19   4.54S 105.27W  10.0 5.2Ms B  CENTRAL EAST PACIFIC RISE
97/03/25 14:20:48  30.87N  41.57W  10.0 5.3Mb A  NORTHERN MID-ATLANTIC RIDGE
97/03/25 14:31:13  48.09N 158.62E  33.0 4.3Mb B  EAST OF KURIL ISLANDS
97/03/25 16:44:33   8.95S  71.36W 601.5 5.4Mb A  WESTERN BRAZIL
97/03/25 19:25:54   9.02S  71.44W 600.5 5.0Mb A  PERU-BRAZIL BORDER REGION
97/03/25 22:37:43  51.29N 178.08W  33.0 4.9Mb A  ANDREANOF ISL, ALEUTIAN IS.
97/03/26 01:15:41  17.13N  85.46W  10.0 4.6Mb B  CARIBBEAN SEA
97/03/26 02:08:57  51.26N 179.58E  33.0 6.4Ms A  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/26 02:29:24  52.31N 179.69E  33.0 4.3Mb C  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/26 02:32:45  51.56N 179.59E  33.0 4.7Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/26 08:31:53  32.43N 130.70E  33.0 5.9Ms B  KYUSHU, JAPAN
97/03/26 11:21:37  51.22N 179.57E  33.0 4.8Mb A  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/26 13:20:21  33.75N  35.43E  10.0 4.6Mb A  JORDAN - SYRIA REGION
97/03/26 18:18:37   2.88N 128.23E 150.0 5.6Mb B  HALMAHERA, INDONESIA
97/03/26 19:21:31  16.95S 172.53W  33.0 4.5Mb    SAMOA ISLANDS REGION
97/03/26 21:27:06  51.21N 179.46E  33.0 4.9Mb A  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/26 23:54:02  51.42N 178.90E  33.0 4.8Mb C  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/27 00:16:43  51.58N 179.62E  33.0 4.8Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/27 10:10:45  38.15N 121.94W  21.0 2.8Md    NORTHERN CALIFORNIA
97/03/27 11:11:24  38.15N 121.93W  21.3 2.8Md    NORTHERN CALIFORNIA
97/03/27 11:30:07  38.15N 121.94W  21.2 3.2Md    NORTHERN CALIFORNIA
97/03/27 12:08:02  51.11N 179.02E  33.0 4.7Mb C  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/27 12:09:57  51.02N 178.81E  33.0 4.7Mb C  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/27 13:38:08  38.15N 121.93W  20.4 3.0Ml    NORTHERN CALIFORNIA
97/03/27 14:01:24  38.15N 121.94W  21.5 3.0Md    NORTHERN CALIFORNIA
97/03/27 15:39:49  38.15N 121.94W  21.4 3.5Md    NORTHERN CALIFORNIA
97/03/27 18:01:43  38.15N 121.94W  21.4 3.0Md    NORTHERN CALIFORNIA
97/03/27 22:47:53  38.15N 121.94W  21.2 3.3Md    NORTHERN CALIFORNIA
97/03/27 22:53:07  38.15N 121.94W  21.4 3.1Md    NORTHERN CALIFORNIA
97/03/28 06:08:11  51.12N 179.08E  33.0 4.7Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/28 07:15:02  51.22N 179.45E  33.0 4.1Mb C  RAT ISLANDS, ALEUTIAN ISLANDS
97/03/28 22:40:24  17.70S 179.36W 553.8 4.8Mb B  FIJI ISLANDS REGION
97/03/29 09:46:00  38.80N 119.61W   5.0 3.3Ml A  CALIFORNIA-NEVADA BORDER REG
97/03/29 14:01:59  61.68N 151.04W 108.7 0.0   A  SOUTHERN ALASKA
97/03/29 16:26:00  31.04S  68.40W 112.5 4.7Mb B  SAN JUAN PROVINCE, ARGENTINA
97/03/30 12:01:02  16.76N  98.07W  33.0 4.4Mb B  NEAR COAST OF GUERRERO, MEXICO
97/03/30 14:05:41  21.90S 177.29W 226.3 5.3Mb A  FIJI ISLANDS REGION
97/03/30 23:05:57  51.35N 178.14W  33.0 5.5Mb A  ANDREANOF ISL, ALEUTIAN IS.
97/03/31 07:34:49  35.63N 111.97W   5.0 3.7Ml A  EASTERN ARIZONA
97/03/31 15:46:09  35.49N 112.05W   5.0 3.3Ml A  WESTERN ARIZONA
97/03/31 17:32:19  16.15N  92.58W 179.2 4.7Mb B  CHIAPAS, MEXICO
97/03/31 19:36:07  53.34N 161.92E  33.0 5.3Mb B  OFF EAST COAST OF KAMCHATKA
97/04/01 01:36:54  38.17N 121.94W  19.9 3.4Md    NORTHERN CALIFORNIA
97/04/01 08:29:21  58.40N 155.30W  10.0 4.8Mb A  ALASKA PENINSULA
97/04/01 15:11:44   7.60N  82.46W  10.0 5.6Mb A  SOUTH OF PANAMA
97/04/01 18:33:32  18.02S  69.26W 114.0 6.0Mb A  NORTHERN CHILE
97/04/01 18:42:14  17.97S  68.96W 115.0 5.7Mb B  CENTRAL BOLIVIA
97/04/02 00:01:23  44.43N 152.95E  33.0 5.4Mb B  EAST OF KURIL ISLANDS
97/04/02 06:14:28  11.33N  61.26W  33.0 5.7Mb A  WINDWARD ISLANDS
97/04/02 18:25:49  51.65N 173.74W  33.0 5.2Ms A  ANDREANOF ISL, ALEUTIAN IS.
97/04/03 05:17:24  57.13N  33.65W  10.0 4.9Mb A  NORTH ATLANTIC OCEAN
97/04/03 21:22:19  17.33N  98.12W  33.0 5.1Mb A  GUERRERO, MEXICO
97/04/03 22:40:36  53.47N 160.37E  33.0 5.0Mb B  NEAR EAST COAST OF KAMCHATKA
97/04/04 06:49:42  11.76N  86.68W  92.1 4.9Mb A  NEAR COAST OF NICARAGUA
97/04/04 14:01:05  13.74N  90.68W  66.6 5.0Mb A  NEAR COAST OF GUATEMALA
97/04/05 05:57:18  40.48N 124.84W  20.0 4.0Ml A  NEAR COAST OF NORTHERN CALIF.
97/04/05 12:23:30   6.42S 147.01E  70.5 6.1Ms B  E NEW GUINEA REG., P.N.G.
97/04/05 17:04:00  11.08N  61.08W  33.0 4.7Mb B  WINDWARD ISLANDS
97/04/05 20:37:43  29.44N 127.66E  33.0 5.5Mb C  NORTHWEST OF RYUKYU ISLANDS
97/04/05 23:46:19  39.60N  76.74E  33.0 5.6Mb B  SOUTHERN XINJIANG, CHINA
97/04/06 04:36:35  39.50N  77.00E  33.0 5.9Ms A  SOUTHERN XINJIANG, CHINA
97/04/06 16:48:37  18.85S  69.09W 120.2 4.8Mb A  NORTHERN CHILE
97/04/06 17:24:56   2.77S  77.69W  33.0 5.0Mb A  PERU-ECUADOR BORDER REGION
97/04/06 23:19:27  10.55S  74.98W  33.0 4.8Mb B  CENTRAL PERU
97/04/07 04:27:18  11.30N  86.63W  35.0 5.1Mb A  NEAR COAST OF NICARAGUA
97/04/07 10:08:35  51.69N 177.98E  62.0 4.3Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/04/07 17:52:58   4.50S 104.87W  10.0 5.3Ms B  CENTRAL EAST PACIFIC RISE
97/04/07 20:30:30  51.02N 179.22E  33.0 4.2Mb C  RAT ISLANDS, ALEUTIAN ISLANDS
97/04/08 01:25:36  24.03S  66.81W 179.3 4.4Mb B  SALTA PROVINCE, ARGENTINA
97/04/08 04:35:45  17.43S 173.52W  33.0 5.1Ms B  TONGA ISLANDS
97/04/08 15:14:21  52.09N 171.49W  33.0 5.3Ms A  FOX ISLANDS, ALEUTIAN ISLANDS
97/04/08 18:07:10  18.38N 120.86E  73.0 5.7Mb B  LUZON, PHILIPPINE ISLANDS
97/04/09 03:11:45  18.21N  71.28W  33.0 4.6Mb B  DOMINICAN REPUBLIC REGION
97/04/10 02:23:32  11.01N  60.78W  33.0 4.6Mb B  WINDWARD ISLANDS
97/04/11 05:34:44  39.50N  76.97E  23.5 6.1Ms B  SOUTHERN XINJIANG, CHINA
97/04/12 09:22:04  28.00S 178.55W 251.6 5.7Mb A  KERMADEC ISLANDS REGION
97/04/12 16:41:30  43.28N 126.34W  10.0 4.0Mb A  OFF COAST OF OREGON
97/04/13 07:02:42  51.69N 175.19W  33.0 4.3Mb B  ANDREANOF ISL, ALEUTIAN IS.
97/04/13 19:53:51  10.58S 163.96E  33.0 5.4Mb B  SOLOMON ISLANDS
97/04/13 23:20:33  18.29S  70.95W  33.0 5.2Mb A  NEAR COAST OF NORTHERN CHILE
97/04/14 11:20:55  38.09N 118.66W   5.0 4.3Ml A  CALIFORNIA-NEVADA BORDER REG
97/04/15 07:50:59  16.47N  86.85W  10.0 5.1Mb A  CARIBBEAN SEA
97/04/15 13:36:36  51.89N 178.94W  33.0 4.3Mb C  ANDREANOF ISL, ALEUTIAN IS.
97/04/15 18:19:11  39.54N  76.93E  33.0 5.8Ms A  SOUTHERN XINJIANG, CHINA
97/04/15 20:00:25  19.22N 104.27W  33.0 4.4Mb B  NEAR COAST OF JALISCO, MEXICO
97/04/15 20:28:01  10.69N  69.47W  33.0 5.1Mb A  VENEZUELA
97/04/16 09:09:00  22.14S  63.77W 525.9 4.1Mb B  SALTA PROVINCE, ARGENTINA
97/04/16 17:02:47  36.84N 121.67W   5.0 3.0Ml A  CENTRAL CALIFORNIA
97/04/16 19:19:39  13.19N  90.58W  33.0 4.8Mb B  NEAR COAST OF GUATEMALA
97/04/17 03:26:28  51.19N 179.76E  33.0 4.7Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/04/17 14:17:28  44.63N 129.67W  10.0 3.7Mb B  OFF COAST OF OREGON
97/04/17 14:39:38  40.36N 116.18W   5.0 4.3Ml A  NEVADA
97/04/18 00:48:07  61.52N 150.62W  54.3 3.8Ml    SOUTHERN ALASKA
97/04/18 12:49:24  41.10S  91.28W  10.0 5.1Mb B  SOUTHERN PACIFIC OCEAN
97/04/18 22:09:31  51.08N 179.02E  33.0 4.5Mb B  RAT ISLANDS, ALEUTIAN ISLANDS
97/04/19 05:53:13  27.93N  56.97E  33.0 5.5Mb A  SOUTHERN IRAN
97/04/19 15:26:33  78.51N 126.03E  10.0 5.9Mb A  E OF SEVERNAYA ZEMLYA, RUSSIA
97/04/19 17:43:49  22.45S  68.48W 115.3 4.8Mb A  NORTHERN CHILE
97/04/20 05:50:37  32.12N 142.76E  33.0 4.6Mb C  SOUTH OF HONSHU, JAPAN
97/04/20 06:38:40  38.83N 122.87W   3.6 2.9Md    NORTHERN CALIFORNIA
97/04/20 19:53:15  34.00S  69.90W 104.3 5.3Mb A  CHILE-ARGENTINA BORDER REGION
97/04/20 23:11:18  35.67N 116.90W   5.0 3.1Ml A  CENTRAL CALIFORNIA
97/04/21 04:45:25  51.80N 170.85W  33.0 4.8Mb B  FOX ISLANDS, ALEUTIAN ISLANDS
97/04/21 12:02:25  12.47S 166.21E  33.0 7.9Ms B  SANTA CRUZ ISLANDS
97/04/21 12:11:28  13.11S 166.24E  33.0 6.1Mb C  VANUATU ISLANDS
97/04/21 12:28:27  13.00S 166.00E  33.0 5.4Mb    SANTA CRUZ ISLANDS
97/04/21 12:39:11  13.00S 166.00E  33.0 5.1Mb    SANTA CRUZ ISLANDS
97/04/21 14:01:24   7.10S 125.59E 432.0 5.7Mb C  BANDA SEA
97/04/21 15:26:14  52.47N 172.24E  33.0 4.2Mb B  NEAR ISLANDS, ALEUTIAN ISLANDS
97/04/21 21:23:53  13.07S 166.19E  33.0 5.5Ms B  VANUATU ISLANDS
97/04/21 22:41:24  49.01S  75.35W  33.0 5.0Mb B  SOUTHERN CHILE
97/04/22 01:15:36  61.48N 150.45W  47.7 4.1Ml    SOUTHERN ALASKA
97/04/22 01:21:24  13.47S 166.55E  33.0 5.1Mb    VANUATU ISLANDS
